transaction_id,fraud_status
TXN0000332,clean
TXN0000333,clean
TXN0000334,fraud
TXN0000335,clean
TXN0000336,clean
TXN0000337,clean
TXN0000338,clean
TXN0000339,clean
TXN0000340,clean
TXN0000341,clean
TXN0000342,clean
TXN0000343,clean
TXN0000344,clean
TXN0000345,clean
TXN0000346,clean
TXN0000347,fraud
TXN0000348,clean
TXN0000349,fraud
TXN0000350,clean
TXN0000351,clean
TXN0000352,clean
TXN0000353,clean
TXN0000354,clean
TXN0000355,clean
TXN0000356,clean
TXN0000357,fraud
TXN0000358,clean
TXN0000359,fraud
TXN0000360,clean
TXN0000361,clean
TXN0000362,clean
TXN0000363,clean
TXN0000364,clean
TXN0000365,clean
TXN0000366,clean
TXN0000367,clean
TXN0000368,clean
TXN0000369,clean
TXN0000370,clean
TXN0000371,clean
TXN0000372,fraud
TXN0000373,clean
TXN0000374,clean
TXN0000375,clean
TXN0000376,clean
TXN0000377,clean
TXN0000378,clean
TXN0000379,clean
TXN0000380,clean
TXN0000381,clean
TXN0000382,fraud
TXN0000383,clean
TXN0000384,clean
TXN0000385,clean
TXN0000386,clean
TXN0000387,clean
TXN0000388,clean
TXN0000389,fraud
TXN0000390,clean
TXN0000391,fraud
TXN0000392,clean
TXN0000393,clean
TXN0000394,clean
TXN0000395,clean
TXN0000396,clean
TXN0000397,clean
TXN0000398,clean
TXN0000399,clean
TXN0000400,clean
TXN0000401,clean
TXN0000402,clean
TXN0000403,clean
TXN0000404,clean
TXN0000405,clean
TXN0000406,clean
TXN0000407,clean
TXN0000408,clean
TXN0000409,clean
TXN0000410,clean
TXN0000411,clean
TXN0000412,clean
TXN0000413,clean
TXN0000414,clean
TXN0000415,clean
TXN0000416,clean
TXN0000417,clean
TXN0000418,clean
TXN0000419,clean
TXN0000420,clean
TXN0000421,clean
TXN0000422,clean
TXN0000423,clean
TXN0000424,clean
TXN0000425,clean
TXN0000426,clean
TXN0000427,clean
TXN0000428,clean
TXN0000429,clean
TXN0000430,fraud
TXN0000431,clean
TXN0000432,clean
TXN0000433,clean
TXN0000434,clean
TXN0000435,clean
TXN0000436,clean
TXN0000437,clean
TXN0000438,clean
TXN0000439,clean
TXN0000440,clean
TXN0000441,clean
TXN0000442,clean
TXN0000443,clean
TXN0000444,clean
TXN0000445,clean
TXN0000446,fraud
TXN0000447,clean
TXN0000448,clean
TXN0000449,clean
TXN0000450,clean
TXN0000451,clean
TXN0000452,clean
TXN0000453,clean
TXN0000454,clean
TXN0000455,clean
TXN0000456,clean
TXN0000457,clean
TXN0000458,clean
TXN0000459,clean
TXN0000460,clean
TXN0000461,clean
TXN0000462,clean
TXN0000463,clean
TXN0000464,clean
TXN0000465,clean
TXN0000466,clean
TXN0000467,clean
TXN0000468,clean
TXN0000469,clean
TXN0000470,fraud
TXN0000471,clean
TXN0000472,clean
TXN0000473,clean
TXN0000474,clean
TXN0000475,clean
TXN0000476,clean
TXN0000477,clean
TXN0000478,clean
TXN0000479,clean
TXN0000480,clean
TXN0000481,clean
TXN0000482,clean
TXN0000483,clean
TXN0000484,clean
TXN0000485,clean
TXN0000486,fraud
TXN0000487,clean
TXN0000488,clean
TXN0000489,fraud
TXN0000490,clean
TXN0000491,clean
TXN0000492,clean
TXN0000493,clean
TXN0000494,fraud
TXN0000495,clean
TXN0000496,clean
TXN0000497,clean
TXN0000498,clean
TXN0000499,clean
TXN0000500,fraud
TXN0000501,clean
TXN0000502,clean
TXN0000503,clean
TXN0000504,clean
TXN0000505,clean
TXN0000506,clean
TXN0000507,clean
TXN0000508,clean
TXN0000509,clean
TXN0000510,clean
TXN0000511,clean
TXN0000512,clean
TXN0000513,fraud
TXN0000514,clean
TXN0000515,clean
TXN0000516,clean
TXN0000517,clean
TXN0000518,fraud
TXN0000519,clean
TXN0000520,clean
TXN0000521,clean
TXN0000522,clean
TXN0000523,clean
TXN0000524,fraud
TXN0000525,clean
TXN0000526,clean
TXN0000527,clean
TXN0000528,clean
TXN0000529,clean
TXN0000530,fraud
TXN0000531,clean
TXN0000532,fraud
TXN0000533,clean
TXN0000534,clean
TXN0000535,clean
TXN0000536,clean
TXN0000537,clean
TXN0000538,clean
TXN0000539,clean
TXN0000540,clean
TXN0000541,clean
TXN0000542,clean
TXN0000543,fraud
TXN0000544,clean
TXN0000545,clean
TXN0000546,clean
TXN0000547,clean
TXN0000548,clean
TXN0000549,clean
TXN0000550,clean
TXN0000551,clean
TXN0000552,clean
TXN0000553,clean
TXN0000554,clean
TXN0000555,clean
TXN0000556,clean
TXN0000557,clean
TXN0000558,clean
TXN0000559,clean
TXN0000560,clean
TXN0000561,clean
TXN0000562,clean
TXN0000563,clean
TXN0000564,clean
TXN0000565,clean
TXN0000566,clean
TXN0000567,clean
TXN0000568,clean
TXN0000569,clean
TXN0000570,clean
TXN0000571,clean
TXN0000572,clean
TXN0000573,clean
TXN0000574,clean
TXN0000575,clean
TXN0000576,clean
TXN0000577,clean
TXN0000578,clean
TXN0000579,clean
TXN0000580,clean
TXN0000581,clean
TXN0000582,clean
TXN0000583,clean
TXN0000584,clean
TXN0000585,clean
TXN0000586,clean
TXN0000587,clean
TXN0000588,clean
TXN0000589,clean
TXN0000590,clean
TXN0000591,clean
TXN0000592,clean
TXN0000593,clean
TXN0000594,clean
TXN0000595,clean
TXN0000596,clean
TXN0000597,clean
TXN0000598,clean
TXN0000599,fraud
TXN0000600,fraud
TXN0000601,clean
TXN0000602,clean
TXN0000603,clean
TXN0000604,clean
TXN0000605,clean
TXN0000606,clean
TXN0000607,clean
TXN0000608,clean
TXN0000609,clean
TXN0000610,clean
TXN0000611,clean
TXN0000612,clean
TXN0000613,fraud
TXN0000614,clean
TXN0000615,clean
TXN0000616,clean
TXN0000617,clean
TXN0000618,clean
TXN0000619,clean
TXN0000620,clean
TXN0000621,clean
TXN0000622,clean
TXN0000623,clean
TXN0000624,clean
TXN0000625,clean
TXN0000626,clean
TXN0000627,clean
TXN0000628,clean
TXN0000629,clean
TXN0000630,clean
TXN0000631,clean
TXN0000632,clean
TXN0000633,clean
TXN0000634,clean
TXN0000635,clean
TXN0000636,clean
TXN0000637,clean
TXN0000638,clean
TXN0000639,clean
TXN0000640,clean
TXN0000641,clean
TXN0000642,clean
TXN0000643,clean
TXN0000644,clean
TXN0000645,clean
TXN0000646,clean
TXN0000647,clean
TXN0000648,clean
TXN0000649,clean
TXN0000650,clean
TXN0000651,clean
TXN0000652,clean
TXN0000653,clean
TXN0000654,clean
TXN0000655,clean
TXN0000656,clean
TXN0000657,clean
TXN0000658,clean
TXN0000659,clean
TXN0000660,clean
TXN0000661,clean
TXN0000662,fraud
TXN0000663,clean
TXN0000664,clean
TXN0000665,fraud
TXN0000666,clean
TXN0000667,clean
TXN0000668,clean
TXN0000669,clean
TXN0000670,fraud
TXN0000671,clean
TXN0000672,clean
TXN0000673,clean
TXN0000674,clean
TXN0000675,clean
TXN0000676,fraud
TXN0000677,clean
TXN0000678,clean
TXN0000679,clean
TXN0000680,clean
TXN0000681,clean
TXN0000682,clean
TXN0000683,clean
TXN0000684,clean
TXN0000685,clean
TXN0000686,clean
TXN0000687,clean
TXN0000688,clean
TXN0000689,clean
TXN0000690,clean
TXN0000691,clean
TXN0000692,clean
TXN0000693,clean
TXN0000694,clean
TXN0000695,clean
TXN0000696,clean
TXN0000697,clean
TXN0000698,clean
TXN0000699,clean
TXN0000700,clean
TXN0000701,clean
TXN0000702,clean
TXN0000703,clean
TXN0000704,clean
TXN0000705,clean
TXN0000706,clean
TXN0000707,clean
TXN0000708,clean
TXN0000709,clean
TXN0000710,clean
TXN0000711,clean
TXN0000712,fraud
TXN0000713,clean
TXN0000714,clean
TXN0000715,clean
TXN0000716,clean
TXN0000717,clean
TXN0000718,clean
TXN0000719,clean
TXN0000720,clean
TXN0000721,clean
TXN0000722,clean
TXN0000723,clean
TXN0000724,clean
TXN0000725,clean
TXN0000726,clean
TXN0000727,fraud
TXN0000728,clean
TXN0000729,clean
TXN0000730,clean
TXN0000731,clean
TXN0000732,clean
TXN0000733,clean
TXN0000734,clean
TXN0000735,clean
TXN0000736,clean
TXN0000737,clean
TXN0000738,clean
TXN0000739,clean
TXN0000740,clean
TXN0000741,clean
TXN0000742,clean
TXN0000743,clean
TXN0000744,clean
TXN0000745,clean
TXN0000746,clean
TXN0000747,clean
TXN0000748,clean
TXN0000749,clean
TXN0000750,clean
TXN0000751,clean
TXN0000752,clean
TXN0000753,clean
TXN0000754,clean
TXN0000755,clean
TXN0000756,clean
TXN0000757,clean
TXN0000758,clean
TXN0000759,clean
TXN0000760,fraud
TXN0000761,clean
TXN0000762,clean
TXN0000763,clean
TXN0000764,clean
TXN0000765,clean
TXN0000766,clean
TXN0000767,clean
TXN0000768,clean
TXN0000769,clean
TXN0000770,clean
TXN0000771,clean
TXN0000772,clean
TXN0000773,clean
TXN0000774,clean
TXN0000775,clean
TXN0000776,clean
TXN0000777,clean
TXN0000778,clean
TXN0000779,clean
TXN0000780,clean
TXN0000781,clean
TXN0000782,clean
TXN0000783,clean
TXN0000784,clean
TXN0000785,clean
TXN0000786,clean
TXN0000787,clean
TXN0000788,clean
TXN0000789,clean
TXN0000790,clean
TXN0000791,clean
TXN0000792,clean
TXN0000793,clean
TXN0000794,clean
TXN0000795,clean
TXN0000796,clean
TXN0000797,clean
TXN0000798,clean
TXN0000799,clean
TXN0000800,fraud
TXN0000801,clean
TXN0000802,clean
TXN0000803,clean
TXN0000804,clean
TXN0000805,clean
TXN0000806,clean
TXN0000807,clean
TXN0000808,clean
TXN0000809,clean
TXN0000810,clean
TXN0000811,clean
TXN0000812,clean
TXN0000813,clean
TXN0000814,clean
TXN0000815,clean
TXN0000816,clean
TXN0000817,clean
TXN0000818,clean
TXN0000819,clean
TXN0000820,fraud
TXN0000821,fraud
TXN0000822,clean
TXN0000823,clean
TXN0000824,clean
TXN0000825,clean
TXN0000826,clean
TXN0000827,clean
TXN0000828,clean
TXN0000829,clean
TXN0000830,clean
TXN0000831,clean
TXN0000832,clean
TXN0000833,clean
TXN0000834,clean
TXN0000835,clean
TXN0000836,clean
TXN0000837,clean
TXN0000838,clean
TXN0000839,clean
TXN0000840,clean
TXN0000841,clean
TXN0000842,clean
TXN0000843,clean
TXN0000844,clean
TXN0000845,fraud
TXN0000846,clean
TXN0000847,clean
TXN0000848,clean
TXN0000849,clean
TXN0000850,clean
TXN0000851,clean
TXN0000852,fraud
TXN0000853,clean
TXN0000854,clean
TXN0000855,clean
TXN0000856,clean
TXN0000857,clean
TXN0000858,clean
TXN0000859,clean
TXN0000860,clean
TXN0000861,clean
TXN0000862,clean
TXN0000863,clean
TXN0000864,clean
TXN0000865,clean
TXN0000866,clean
TXN0000867,clean
TXN0000868,clean
TXN0000869,fraud
TXN0000870,clean
TXN0000871,clean
TXN0000872,clean
TXN0000873,clean
TXN0000874,clean
TXN0000875,clean
TXN0000876,clean
TXN0000877,clean
TXN0000878,clean
TXN0000879,clean
TXN0000880,clean
TXN0000881,clean
TXN0000882,clean
TXN0000883,clean
TXN0000884,clean
TXN0000885,clean
TXN0000886,clean
TXN0000887,clean
TXN0000888,clean
TXN0000889,clean
TXN0000890,clean
TXN0000891,clean
TXN0000892,clean
TXN0000893,clean
TXN0000894,clean
TXN0000895,clean
TXN0000896,clean
TXN0000897,clean
TXN0000898,clean
TXN0000899,clean
TXN0000900,clean
TXN0000901,clean
TXN0000902,clean
TXN0000903,clean
TXN0000904,clean
TXN0000905,clean
TXN0000906,clean
TXN0000907,clean
TXN0000908,clean
TXN0000909,clean
TXN0000910,clean
TXN0000911,clean
TXN0000912,clean
TXN0000913,clean
TXN0000914,clean
TXN0000915,clean
TXN0000916,clean
TXN0000917,clean
TXN0000918,clean
TXN0000919,clean
TXN0000920,clean
TXN0000921,clean
TXN0000922,clean
TXN0000923,clean
TXN0000924,clean
TXN0000925,clean
TXN0000926,clean
TXN0000927,clean
TXN0000928,clean
TXN0000929,clean
TXN0000930,clean
TXN0000931,clean
TXN0000932,clean
TXN0000933,clean
TXN0000934,clean
TXN0000935,clean
TXN0000936,clean
TXN0000937,clean
TXN0000938,clean
TXN0000939,clean
TXN0000940,clean
TXN0000941,clean
TXN0000942,clean
TXN0000943,clean
TXN0000944,clean
TXN0000945,clean
TXN0000946,clean
TXN0000947,clean
TXN0000948,clean
TXN0000949,clean
TXN0000950,fraud
TXN0000951,clean
TXN0000952,clean
TXN0000953,clean
TXN0000954,clean
TXN0000955,clean
TXN0000956,clean
TXN0000957,clean
TXN0000958,clean
TXN0000959,clean
TXN0000960,clean
TXN0000961,clean
TXN0000962,clean
TXN0000963,clean
TXN0000964,clean
TXN0000965,fraud
TXN0000966,clean
TXN0000967,clean
TXN0000968,clean
TXN0000969,fraud
TXN0000970,clean
TXN0000971,clean
TXN0000972,clean
TXN0000973,fraud
TXN0000974,clean
TXN0000975,clean
TXN0000976,clean
TXN0000977,clean
TXN0000978,clean
TXN0000979,clean
TXN0000980,clean
TXN0000981,clean
TXN0000982,clean
TXN0000983,clean
TXN0000984,clean
TXN0000985,clean
TXN0000986,clean
TXN0000987,fraud
TXN0000988,fraud
TXN0000989,clean
TXN0000990,clean
TXN0000991,clean
TXN0000992,clean
TXN0000993,clean
TXN0000994,fraud
TXN0000995,clean
TXN0000996,clean
TXN0000997,clean
TXN0000998,clean
TXN0000999,clean
TXN0001000,clean
TXN0001001,clean
TXN0001002,clean
TXN0001003,clean
TXN0001004,clean
TXN0001005,clean
TXN0001006,clean
TXN0001007,clean
TXN0001008,fraud
TXN0001009,clean
TXN0001010,clean
TXN0001011,clean
TXN0001012,fraud
TXN0001013,clean
TXN0001014,clean
TXN0001015,clean
TXN0001016,clean
TXN0001017,clean
TXN0001018,clean
TXN0001019,clean
TXN0001020,clean
TXN0001021,clean
TXN0001022,clean
TXN0001023,clean
TXN0001024,clean
TXN0001025,clean
TXN0001026,clean
TXN0001027,clean
TXN0001028,clean
TXN0001029,clean
TXN0001030,clean
TXN0001031,clean
TXN0001032,clean
TXN0001033,clean
TXN0001034,clean
TXN0001035,clean
TXN0001036,clean
TXN0001037,clean
TXN0001038,clean
TXN0001039,clean
TXN0001040,clean
TXN0001041,clean
TXN0001042,clean
TXN0001043,clean
TXN0001044,clean
TXN0001045,clean
TXN0001046,clean
TXN0001047,clean
TXN0001048,clean
TXN0001049,clean
TXN0001050,clean
TXN0001051,clean
TXN0001052,clean
TXN0001053,clean
TXN0001054,clean
TXN0001055,clean
TXN0001056,clean
TXN0001057,clean
TXN0001058,clean
TXN0001059,clean
TXN0001060,clean
TXN0001061,clean
TXN0001062,clean
TXN0001063,clean
TXN0001064,clean
TXN0001065,clean
TXN0001066,clean
TXN0001067,clean
TXN0001068,clean
TXN0001069,clean
TXN0001070,clean
TXN0001071,clean
TXN0001072,clean
TXN0001073,clean
TXN0001074,fraud
TXN0001075,clean
TXN0001076,clean
TXN0001077,clean
TXN0001078,clean
TXN0001079,clean
TXN0001080,clean
TXN0001081,clean
TXN0001082,clean
TXN0001083,clean
TXN0001084,clean
TXN0001085,clean
TXN0001086,clean
TXN0001087,clean
TXN0001088,clean
TXN0001089,clean
TXN0001090,clean
TXN0001091,clean
TXN0001092,clean
TXN0001093,clean
TXN0001094,clean
TXN0001095,clean
TXN0001096,clean
TXN0001097,clean
TXN0001098,clean
TXN0001099,clean
TXN0001100,clean
TXN0001101,clean
TXN0001102,clean
TXN0001103,clean
TXN0001104,clean
TXN0001105,clean
TXN0001106,clean
TXN0001107,clean
TXN0001108,clean
TXN0001109,clean
TXN0001110,clean
TXN0001111,fraud
TXN0001112,clean
TXN0001113,fraud
TXN0001114,clean
TXN0001115,clean
TXN0001116,clean
TXN0001117,fraud
TXN0001118,clean
TXN0001119,clean
TXN0001120,fraud
TXN0001121,fraud
TXN0001122,clean
TXN0001123,clean
TXN0001124,fraud
TXN0001125,fraud
TXN0001126,clean
TXN0001127,clean
TXN0001128,clean
TXN0001129,clean
TXN0001130,clean
TXN0001131,clean
TXN0001132,clean
TXN0001133,clean
TXN0001134,clean
TXN0001135,clean
TXN0001136,clean
TXN0001137,clean
TXN0001138,clean
TXN0001139,clean
TXN0001140,clean
TXN0001141,clean
TXN0001142,clean
TXN0001143,clean
TXN0001144,clean
TXN0001145,clean
TXN0001146,fraud
TXN0001147,clean
TXN0001148,clean
TXN0001149,clean
TXN0001150,clean
TXN0001151,clean
TXN0001152,clean
TXN0001153,clean
TXN0001154,clean
TXN0001155,clean
TXN0001156,clean
TXN0001157,clean
TXN0001158,clean
TXN0001159,clean
TXN0001160,clean
TXN0001161,clean
TXN0001162,clean
TXN0001163,clean
TXN0001164,clean
TXN0001165,clean
TXN0001166,clean
TXN0001167,clean
TXN0001168,clean
TXN0001169,clean
TXN0001170,fraud
TXN0001171,clean
TXN0001172,fraud
TXN0001173,clean
TXN0001174,clean
TXN0001175,clean
TXN0001176,clean
TXN0001177,clean
TXN0001178,clean
TXN0001179,clean
TXN0001180,clean
TXN0001181,clean
TXN0001182,clean
TXN0001183,clean
TXN0001184,clean
TXN0001185,fraud
TXN0001186,clean
TXN0001187,clean
TXN0001188,clean
TXN0001189,clean
TXN0001190,clean
TXN0001191,clean
TXN0001192,clean
TXN0001193,clean
TXN0001194,clean
TXN0001195,clean
TXN0001196,clean
TXN0001197,clean
TXN0001198,clean
TXN0001199,clean
TXN0001200,fraud
TXN0001201,clean
TXN0001202,clean
TXN0001203,clean
TXN0001204,clean
TXN0001205,clean
TXN0001206,clean
TXN0001207,clean
TXN0001208,clean
TXN0001209,clean
TXN0001210,fraud
TXN0001211,clean
TXN0001212,clean
TXN0001213,clean
TXN0001214,clean
TXN0001215,clean
TXN0001216,clean
TXN0001217,clean
TXN0001218,clean
TXN0001219,clean
TXN0001220,clean
TXN0001221,clean
TXN0001222,clean
TXN0001223,clean
TXN0001224,clean
TXN0001225,clean
TXN0001226,clean
TXN0001227,fraud
TXN0001228,clean
TXN0001229,clean
TXN0001230,clean
TXN0001231,clean
TXN0001232,clean
TXN0001233,clean
TXN0001234,clean
TXN0001235,clean
TXN0001236,clean
TXN0001237,clean
TXN0001238,clean
TXN0001239,clean
TXN0001240,clean
TXN0001241,clean
TXN0001242,clean
TXN0001243,clean
TXN0001244,clean
TXN0001245,clean
TXN0001246,clean
TXN0001247,clean
TXN0001248,clean
TXN0001249,clean
TXN0001250,clean
TXN0001251,fraud
TXN0001252,clean
TXN0001253,clean
TXN0001254,clean
TXN0001255,clean
TXN0001256,clean
TXN0001257,clean
TXN0001258,fraud
TXN0001259,clean
TXN0001260,clean
TXN0001261,clean
TXN0001262,clean
TXN0001263,clean
TXN0001264,clean
TXN0001265,clean
TXN0001266,clean
TXN0001267,clean
TXN0001268,clean
TXN0001269,clean
TXN0001270,clean
TXN0001271,clean
TXN0001272,clean
TXN0001273,clean
TXN0001274,clean
TXN0001275,clean
TXN0001276,clean
TXN0001277,clean
TXN0001278,clean
TXN0001279,clean
TXN0001280,clean
TXN0001281,fraud
TXN0001282,clean
TXN0001283,clean
TXN0001284,fraud
TXN0001285,clean
TXN0001286,clean
TXN0001287,clean
TXN0001288,clean
TXN0001289,clean
TXN0001290,clean
TXN0001291,clean
TXN0001292,clean
TXN0001293,clean
TXN0001294,clean
TXN0001295,clean
TXN0001296,clean
TXN0001297,clean
TXN0001298,clean
TXN0001299,clean
TXN0001300,clean
TXN0001301,clean
TXN0001302,clean
TXN0001303,clean
TXN0001304,clean
TXN0001305,clean
TXN0001306,clean
TXN0001307,clean
TXN0001308,clean
TXN0001309,clean
TXN0001310,clean
TXN0001311,clean
TXN0001312,clean
TXN0001313,fraud
TXN0001314,clean
TXN0001315,clean
TXN0001316,clean
TXN0001317,clean
TXN0001318,clean
TXN0001319,clean
TXN0001320,clean
TXN0001321,clean
TXN0001322,fraud
TXN0001323,clean
TXN0001324,clean
TXN0001325,clean
TXN0001326,clean
TXN0001327,clean
TXN0001328,clean
TXN0001329,clean
TXN0001330,clean
TXN0001331,clean
TXN0001332,clean
TXN0001333,clean
TXN0001334,clean
TXN0001335,clean
TXN0001336,clean
TXN0001337,clean
TXN0001338,clean
TXN0001339,clean
TXN0001340,clean
TXN0001341,clean
TXN0001342,clean
TXN0001343,clean
TXN0001344,clean
TXN0001345,clean
TXN0001346,clean
TXN0001347,clean
TXN0001348,clean
TXN0001349,clean
TXN0001350,clean
TXN0001351,clean
TXN0001352,clean
TXN0001353,fraud
TXN0001354,clean
TXN0001355,clean
TXN0001356,clean
TXN0001357,clean
TXN0001358,clean
TXN0001359,clean
TXN0001360,clean
TXN0001361,clean
TXN0001362,clean
TXN0001363,clean
TXN0001364,clean
TXN0001365,clean
TXN0001366,clean
TXN0001367,clean
TXN0001368,clean
TXN0001369,clean
TXN0001370,clean
TXN0001371,clean
TXN0001372,clean
TXN0001373,clean
TXN0001374,clean
TXN0001375,clean
TXN0001376,fraud
TXN0001377,clean
TXN0001378,clean
TXN0001379,clean
TXN0001380,clean
TXN0001381,clean
TXN0001382,clean
TXN0001383,clean
TXN0001384,clean
TXN0001385,clean
TXN0001386,clean
TXN0001387,clean
TXN0001388,clean
